Approval;CreditScore;DebttoIncomeRatio;Interest;RequestAmount
F;710;,31;2250;5000
F;622;,45;3150;7000
T;700;,2;3600;8000
F;651;,05;4050;9000
F;619;,01;6750;15000
F;528;,04;5850;13000
F;676;,18;5850;13000
F;612;,2;14400;32000
T;714;,16;4050;9000
T;673;,06;4500;10000
F;504;,08;1800;4000
T;665;,15;8550;19000
T;743;,01;12150;27000
F;618;,25;4500;10000
F;600;,18;7200;16000
T;700;,09;9000;20000
F;654;,34;16200;36000
F;524;,04;9000;20000
T;746;,11;9450;21000
T;739;,12;6300;14000
T;782;,07;4500;10000
T;665;,07;450;1000
F;630;,07;9000;20000
F;680;,03;450;1000
T;732;,21;7200;16000
F;692;,49;4050;9000
F;643;0;3150;7000
T;755;,23;8550;19000
F;655;,28;4950;11000
F;727;,06;900;2000
F;706;,45;14400;32000
F;654;,01;15750;35000
T;681;,28;14850;33000
T;703;,2;3600;8000
T;670;,13;4500;10000
F;655;,12;4500;10000
F;567;,03;11250;25000
F;668;,07;1800;4000
T;682;,06;1800;4000
F;527;,25;2700;6000
F;647;,25;1800;4000
T;752;,2;3600;8000
T;736;,19;2250;5000
T;700;,1;5850;13000
T;712;,14;4950;11000
F;462;,13;5850;13000
F;667;,17;14850;33000
F;696;,32;16650;37000
F;643;,33;3150;7000
T;739;,22;3600;8000
T;676;,2;3600;8000
F;745;,19;14850;33000
T;690;,14;6750;15000
F;601;,03;2700;6000
T;716;,16;7650;17000
T;728;,02;13500;30000
F;484;0;3600;8000
F;734;,53;9450;21000
T;716;,1;10350;23000
F;519;,32;225;500
T;694;,06;7200;16000
T;711;,09;2700;6000
T;709;,2;4500;10000
T;701;,19;1350;3000
T;791;,2;1350;3000
T;644;,09;5850;13000
F;763;,44;9900;22000
F;632;,26;7200;16000
T;708;,12;9000;20000
F;706;,13;3600;8000
T;709;,15;4050;9000
T;663;,09;4950;11000
F;561;,28;1350;3000
F;666;,37;8550;19000
T;754;,18;11700;26000
T;688;,23;2700;6000
T;741;0;900;2000
F;669;,06;13500;30000
T;696;,14;8550;19000
T;681;,3;1800;4000
T;741;,05;4950;11000
T;690;,12;3600;8000
T;690;,14;6750;15000
F;393;,11;225;500
T;730;,1;900;2000
T;749;,04;7650;17000
T;710;,2;4050;9000
T;702;,2;2700;6000
T;717;,06;9000;20000
T;725;,18;6750;15000
F;710;,3;4050;9000
T;719;,05;3150;7000
F;708;,34;11250;25000
T;758;,08;8100;18000
T;662;,18;4950;11000
F;679;,27;8100;18000
T;676;,18;10350;23000
F;669;,41;7650;17000
T;673;,27;4500;10000
F;658;,31;1800;4000
F;626;,4;15750;35000
T;692;,12;3600;8000
F;521;,35;1350;3000
T;671;,12;2250;5000
T;686;,11;4500;10000
T;671;,15;3600;8000
T;713;,16;6300;14000
T;777;,05;900;2000
T;683;,22;5400;12000
F;547;,02;3600;8000
T;680;,09;1800;4000
F;621;,03;1350;3000
F;705;,43;6300;14000
F;660;,09;4050;9000
F;625;,15;2250;5000
T;707;,18;4950;11000
F;658;,04;2700;6000
T;693;,21;5400;12000
F;609;,28;2700;6000
F;607;,15;6750;15000
T;692;,14;7200;16000
F;704;,72;13950;31000
F;501;,27;7650;17000
T;652;,25;450;1000
F;643;,08;5400;12000
T;691;,14;3150;7000
F;667;,53;3150;7000
F;751;,03;2250;5000
T;660;,13;4050;9000
T;683;,03;3600;8000
T;780;,01;9000;20000
T;704;,13;4050;9000
F;642;,33;2700;6000
F;683;,39;12150;27000
F;652;,14;3150;7000
T;697;,08;900;2000
F;664;,55;11700;26000
F;706;,05;10350;23000
T;710;,23;3150;7000
T;741;,29;16200;36000
F;663;,02;17550;39000
F;579;,21;6750;15000
T;709;,13;12150;27000
T;779;,12;4500;10000
F;691;,29;3600;8000
T;670;,17;3600;8000
T;710;,08;6300;14000
F;593;,05;2250;5000
F;509;,15;1350;3000
F;639;,94;5850;13000
F;626;,39;1350;3000
F;721;,02;1800;4000
T;687;,02;1350;3000
F;670;,22;1350;3000
T;767;,2;7200;16000
F;654;,73;16200;36000
T;713;,09;1350;3000
T;736;,08;4500;10000
T;681;,2;6750;15000
F;645;,02;3600;8000
F;592;,23;1800;4000
F;631;,04;9450;21000
T;676;,13;7650;17000
F;701;,12;10350;23000
F;674;,24;5850;13000
F;722;,36;9450;21000
T;695;,22;450;1000
T;736;,16;7200;16000
F;621;,09;1350;3000
T;748;,04;5400;12000
F;576;,02;3150;7000
F;455;,04;9900;22000
F;698;,12;4050;9000
F;592;,16;3600;8000
F;556;,25;14400;32000
F;694;,15;17550;39000
F;696;,29;11700;26000
F;582;,08;4050;9000
T;687;,14;3150;7000
F;638;,02;1350;3000
F;672;,39;13050;29000
F;679;,19;16650;37000
F;670;,28;17100;38000
T;764;,04;4500;10000
T;718;,06;2250;5000
T;728;,11;900;2000
T;669;,13;3600;8000
T;761;,13;13050;29000
F;589;,13;3600;8000
F;633;,29;1350;3000
F;593;,01;3600;8000
F;615;,18;1800;4000
F;730;,09;2250;5000
F;484;,14;450;1000
F;596;,04;450;1000
T;654;,26;3150;7000
T;677;,16;6300;14000
T;668;,26;9000;20000
T;682;,19;1350;3000
F;680;,08;10800;24000
T;745;,19;4950;11000
T;724;,03;12150;27000
T;758;,02;900;2000
F;603;,09;7200;16000
T;764;,14;4500;10000
F;711;,19;4950;11000
T;683;,21;450;1000
F;469;,14;10350;23000
T;691;,37;4050;9000
T;678;,09;13500;30000
F;665;,13;5400;12000
T;667;,19;4500;10000
T;705;,31;4500;10000
T;735;,15;5850;13000
T;661;,27;14850;33000
F;469;,04;4950;11000
T;662;,09;1800;4000
T;691;,16;13950;31000
F;697;,45;3150;7000
F;581;,33;11250;25000
F;556;,01;5850;13000
F;525;,43;9000;20000
F;565;,03;5850;13000
T;707;,18;4950;11000
F;550;,04;5400;12000
T;752;,18;1350;3000
F;641;,3;4500;10000
T;691;,12;10350;23000
T;737;,08;5400;12000
F;624;,23;900;2000
F;563;,13;2700;6000
T;704;,25;6300;14000
T;732;,21;5400;12000
T;791;,04;5400;12000
F;641;,17;15300;34000
T;698;,18;7200;16000
T;741;,22;4050;9000
T;674;,2;5850;13000
F;691;,28;9450;21000
T;742;,04;9450;21000
F;607;,11;2250;5000
T;697;,23;3600;8000
F;693;,13;2700;6000
F;755;,08;2250;5000
T;782;,01;6300;14000
T;689;,09;5850;13000
T;746;,24;6750;15000
F;689;,35;8100;18000
T;688;,12;1800;4000
T;782;,05;12600;28000
F;547;,12;7200;16000
T;655;,03;900;2000
F;555;,02;2250;5000
F;672;,22;16200;36000
T;691;,19;14400;32000
T;700;,23;5400;12000
F;557;,3;2250;5000
F;665;,14;12600;28000
T;663;,24;6750;15000
T;694;,19;2700;6000
F;702;,34;6750;15000
T;693;,04;3600;8000
F;697;,31;12150;27000
F;519;,01;5400;12000
F;654;,25;4950;11000
F;653;,27;900;2000
F;566;,37;15300;34000
T;742;,09;5400;12000
F;680;,33;17550;39000
F;693;,29;1800;4000
T;704;,08;4050;9000
T;729;,08;8550;19000
T;722;,21;12600;28000
F;664;,32;2250;5000
F;592;,24;1800;4000
T;774;,17;9450;21000
F;755;,22;15750;35000
T;736;,01;9900;22000
T;677;,16;5850;13000
T;719;,22;8100;18000
T;744;,07;1350;3000
T;715;,14;2700;6000
T;677;,31;8100;18000
T;659;,04;9000;20000
F;704;,06;3600;8000
F;542;,01;1800;4000
F;816;0;6750;15000
T;669;,04;450;1000
F;696;,33;8550;19000
T;740;,17;5400;12000
F;695;,05;10800;24000
T;679;,14;4950;11000
T;736;,11;14400;32000
F;579;,01;900;2000
T;716;,08;3150;7000
T;662;,25;14400;32000
F;624;,14;7200;16000
F;543;,17;12150;27000
T;757;,2;2700;6000
F;650;,17;2250;5000
T;765;,08;1800;4000
T;708;,25;2250;5000
F;635;,12;2250;5000
F;540;,09;15300;34000
T;712;,17;7200;16000
T;674;,3;3600;8000
F;642;,12;1350;3000
F;596;,07;1350;3000
F;613;,08;4050;9000
F;621;,19;10350;23000
T;703;,15;450;1000
T;709;,05;5850;13000
T;801;,02;8100;18000
F;739;,06;4050;9000
T;701;,18;3600;8000
T;662;,09;5850;13000
T;687;,06;6300;14000
F;707;,16;4050;9000
F;552;,14;2250;5000
F;615;,23;1800;4000
T;709;,38;8550;19000
F;592;,23;5850;13000
T;724;,11;10800;24000
F;598;,01;3150;7000
F;700;,25;16650;37000
F;547;,08;1350;3000
T;725;,13;4950;11000
T;722;,14;7650;17000
T;689;,07;13950;31000
T;683;,28;4500;10000
T;686;,22;5850;13000
F;684;,19;2700;6000
F;432;,27;2250;5000
T;712;,19;12600;28000
F;626;,21;10350;23000
T;693;,2;2250;5000
F;670;,07;5850;13000
F;629;,05;4050;9000
F;597;,3;9000;20000
T;731;,28;6750;15000
F;686;,24;4050;9000
F;706;,47;3150;7000
T;683;,18;8550;19000
T;739;,19;2250;5000
T;689;,18;11700;26000
F;719;,5;2700;6000
F;663;,12;15750;35000
T;791;,34;10350;23000
F;657;,06;10350;23000
T;734;,21;11250;25000
T;679;,15;2700;6000
F;520;,14;1800;4000
T;736;,09;9900;22000
T;687;,2;4050;9000
F;747;,1;4500;10000
T;675;,11;5400;12000
F;601;,31;9450;21000
T;731;,06;7650;17000
F;702;,27;4050;9000
T;778;,23;450;1000
T;726;,1;2250;5000
T;675;,08;7650;17000
F;686;,28;2700;6000
T;698;,23;4950;11000
T;724;,16;7200;16000
F;633;,23;7650;17000
F;565;,2;1350;3000
F;656;,37;900;2000
F;650;,06;2700;6000
F;682;,31;7200;16000
T;745;,16;10350;23000
F;651;,05;8550;19000
T;685;,29;3150;7000
F;627;,13;2700;6000
F;509;,01;900;2000
T;675;,19;3150;7000
T;712;,24;1800;4000
T;711;,1;12150;27000
T;755;,25;10800;24000
F;623;,03;4500;10000
T;699;,23;4950;11000
T;740;,19;5850;13000
F;651;,72;12150;27000
F;640;,15;4050;9000
T;776;,16;5850;13000
T;722;,14;7650;17000
T;731;0;2700;6000
F;592;,06;2700;6000
T;699;,18;2700;6000
F;718;,12;11250;25000
T;737;,13;10350;23000
T;719;,03;1800;4000
F;666;,27;3150;7000
T;693;,16;2250;5000
F;518;,05;3150;7000
T;703;,11;3150;7000
F;623;,09;450;1000
F;635;,33;16200;36000
T;681;,14;3150;7000
F;661;,22;12600;28000
T;709;,21;5400;12000
T;675;,2;4500;10000
F;748;,34;16200;36000
T;694;,22;900;2000
F;522;,01;4500;10000
T;717;,19;2250;5000
T;692;,09;900;2000
T;698;,1;12600;28000
T;704;,03;3600;8000
F;709;,13;2250;5000
F;700;,33;4500;10000
F;626;,18;14400;32000
F;652;,09;3150;7000
F;662;,27;9450;21000
T;676;,1;12150;27000
F;660;,51;5400;12000
F;639;,14;12150;27000
T;786;,29;6750;15000
T;725;,06;6300;14000
T;711;,11;3150;7000
T;704;,12;3150;7000
F;653;,13;1800;4000
T;703;,11;7200;16000
F;690;,25;4950;11000
T;684;,12;7200;16000
F;756;,32;5400;12000
T;694;,12;3150;7000
F;657;,16;4950;11000
F;631;,08;225;500
T;699;,16;9900;22000
T;684;,18;3150;7000
T;721;,21;2700;6000
T;692;,12;3600;8000
T;672;,19;1800;4000
F;644;,16;7650;17000
T;714;,28;1800;4000
T;702;,03;4500;10000
F;498;,26;900;2000
T;742;,22;9000;20000
F;650;,03;15300;34000
F;633;,57;225;500
T;686;,06;2700;6000
F;587;,09;3600;8000
T;671;,12;3600;8000
T;719;,18;4950;11000
T;678;,12;4500;10000
T;675;,11;5400;12000
T;771;,15;7650;17000
T;721;,16;7200;16000
F;612;,17;1350;3000
T;673;,1;1800;4000
T;674;,13;4950;11000
T;689;,04;2250;5000
F;559;,16;2700;6000
T;725;,16;450;1000
T;725;,04;2700;6000
T;701;,22;3600;8000
F;578;,36;450;1000
F;672;,43;7650;17000
T;766;,18;13050;29000
T;674;,24;7650;17000
T;712;,19;6300;14000
T;700;,17;2250;5000
F;603;,02;7200;16000
T;691;,14;7650;17000
T;689;,11;6750;15000
F;609;,32;4500;10000
T;663;,16;3600;8000
F;560;,01;450;1000
F;730;,26;10800;24000
F;555;,25;2250;5000
T;672;,07;5400;12000
F;619;,02;16200;36000
T;702;,16;6300;14000
F;733;0;1800;4000
F;657;,59;10800;24000
T;677;,07;6750;15000
F;713;,03;12600;28000
T;670;,17;5400;12000
T;755;,26;14850;33000
T;705;,11;13950;31000
T;742;,24;4950;11000
T;704;,14;4050;9000
F;767;,09;9900;22000
T;713;,02;4500;10000
F;698;,8;450;1000
F;697;,43;9900;22000
F;680;,44;1800;4000
F;668;,34;4050;9000
T;702;,03;2700;6000
F;604;,7;2700;6000
T;701;,19;4050;9000
T;663;,19;11250;25000
T;697;,08;3600;8000
T;676;,3;4050;9000
T;669;,13;4500;10000
F;685;,27;8550;19000
T;724;,19;900;2000
T;696;,12;7650;17000
F;690;,01;8100;18000
F;727;,26;9450;21000
T;680;,23;3600;8000
F;620;,31;4050;9000
T;720;,16;1350;3000
T;693;,06;12150;27000
F;620;,01;900;2000
F;627;,04;4500;10000
T;707;,2;11250;25000
T;693;,23;3600;8000
T;737;,25;13050;29000
F;624;,14;8100;18000
F;716;,31;11250;25000
T;751;,05;2700;6000
F;672;,83;13050;29000
T;702;,01;6300;14000
F;654;,24;2250;5000
F;605;,38;3600;8000
T;686;,18;4950;11000
F;649;,04;5400;12000
F;487;,86;4950;11000
T;668;,13;1800;4000
F;690;,31;5850;13000
F;554;,27;3150;7000
F;621;,12;1350;3000
F;659;,48;2250;5000
F;557;,23;2250;5000
F;710;,34;13050;29000
F;636;,32;5400;12000
T;713;,11;9450;21000
F;713;,22;7650;17000
F;717;,01;9450;21000
F;646;,36;1800;4000
T;712;,28;5850;13000
F;597;,37;5400;12000
T;785;,01;12600;28000
F;684;,28;10350;23000
T;674;,18;9900;22000
T;774;,02;15750;35000
F;700;,08;15300;34000
T;665;,08;2700;6000
T;702;,06;1800;4000
T;755;,12;11250;25000
T;768;,1;4950;11000
F;685;,05;2700;6000
F;651;,01;3600;8000
T;676;,14;8550;19000
T;728;,15;3600;8000
F;614;,2;6300;14000
T;831;,08;2700;6000
F;691;,28;10350;23000
F;742;,14;2250;5000
T;674;,16;5850;13000
T;712;,01;1350;3000
T;693;,33;3150;7000
F;630;,01;7200;16000
T;676;,26;2700;6000
F;536;,04;450;1000
F;648;,16;14850;33000
F;651;,02;3150;7000
T;659;,14;6750;15000
T;670;,2;7200;16000
F;598;,22;18450;41000
F;703;,35;9900;22000
T;684;0;5400;12000
F;583;,59;4050;9000
F;581;,07;900;2000
F;641;,17;2700;6000
T;717;,15;5400;12000
F;629;0;11250;25000
F;621;,26;2250;5000
T;734;,04;900;2000
F;653;,59;4050;9000
T;692;,23;13950;31000
T;698;,11;3600;8000
F;637;,11;4050;9000
T;729;,17;3600;8000
T;688;,22;15750;35000
F;691;,29;900;2000
T;803;,27;1350;3000
T;683;,29;5850;13000
T;694;,16;1800;4000
T;684;,01;2250;5000
T;710;,1;2700;6000
T;726;,11;5400;12000
T;701;,08;4500;10000
F;546;,56;1800;4000
T;694;,18;5850;13000
F;700;,03;2250;5000
T;655;,04;450;1000
T;705;,1;4500;10000
F;594;,15;3150;7000
T;687;,17;8100;18000
T;728;,05;9000;20000
F;688;,08;3150;7000
F;659;,56;11250;25000
T;671;,21;9000;20000
T;725;,25;6300;14000
T;747;,08;8550;19000
T;672;,13;17550;39000
T;710;,13;2700;6000
T;709;,16;9450;21000
F;684;,03;16200;36000
T;752;,01;11250;25000
F;741;,24;11250;25000
T;684;,15;6750;15000
T;685;0;4500;10000
F;653;,26;5400;12000
T;693;,22;9450;21000
F;647;,15;4050;9000
F;609;,12;10800;24000
T;679;,11;5400;12000
F;526;,02;2250;5000
F;585;,1;1800;4000
F;681;,16;3150;7000
T;684;,16;2250;5000
F;572;,47;900;2000
F;651;,31;3600;8000
F;663;,44;8550;19000
F;481;,02;12150;27000
T;731;,06;6750;15000
F;633;,59;7200;16000
F;659;,36;12600;28000
F;577;,28;8100;18000
T;710;,08;2700;6000
T;722;,21;7200;16000
F;680;,24;4500;10000
T;698;,29;7200;16000
T;671;,24;4500;10000
F;453;,02;13050;29000
F;668;,11;8100;18000
T;706;,27;9000;20000
T;688;,1;3600;8000
F;675;,09;3150;7000
T;671;,14;4500;10000
F;661;,33;11250;25000
F;477;,03;900;2000
F;513;,64;9900;22000
T;696;,23;9450;21000
F;610;,55;1800;4000
T;678;,1;4500;10000
T;693;,11;4950;11000
F;634;,15;225;500
T;688;,3;6300;14000
T;673;,23;9900;22000
F;638;,21;900;2000
F;726;,32;14400;32000
F;527;,09;900;2000
T;668;,14;1800;4000
T;673;,13;6750;15000
T;687;,05;2700;6000
F;687;,35;10800;24000
T;684;,14;3600;8000
F;617;,28;3600;8000
T;690;,35;6300;14000
F;642;,08;3150;7000
F;549;,27;4050;9000
T;684;,13;7200;16000
F;642;,49;16200;36000
T;649;,25;1800;4000
T;777;,09;7650;17000
T;674;,1;15300;34000
F;763;,01;5850;13000
T;674;,06;3600;8000
T;673;,01;1800;4000
F;667;,29;10350;23000
T;750;,14;5850;13000
T;714;,17;9450;21000
T;670;,18;16200;36000
F;685;,24;14850;33000
T;683;,24;13500;30000
T;728;,14;1800;4000
F;525;,04;1800;4000
T;778;,07;18450;41000
F;670;,04;1800;4000
T;695;,17;5400;12000
F;470;,08;11700;26000
T;734;,13;6300;14000
T;704;,21;10350;23000
T;697;,17;6750;15000
F;627;,07;3150;7000
T;758;,18;3150;7000
T;675;,29;4500;10000
T;659;,15;6300;14000
F;774;,35;14400;32000
T;692;,12;8100;18000
F;594;,14;6750;15000
F;606;,01;450;1000
F;664;,02;3600;8000
F;469;,42;900;2000
F;620;,04;3600;8000
F;727;,34;11250;25000
T;674;,22;4950;11000
T;719;,2;13950;31000
F;681;,13;12600;28000
F;599;,12;5400;12000
F;522;,37;2700;6000
F;585;,25;3600;8000
T;672;,24;3600;8000
T;682;,22;15750;35000
T;680;,18;5400;12000
F;540;,23;450;1000
F;657;,36;4500;10000
T;734;,09;7200;16000
F;715;,38;7200;16000
F;728;,22;3150;7000
T;760;,18;8550;19000
F;702;,34;2700;6000
T;760;,06;8100;18000
T;683;,02;3150;7000
F;625;,06;4050;9000
F;490;,01;5850;13000
F;720;,19;9000;20000
F;648;,47;10800;24000
T;716;,02;10350;23000
T;714;,17;5850;13000
T;669;,3;3150;7000
F;499;,16;16200;36000
T;715;,08;2700;6000
T;679;,12;4950;11000
T;676;,01;1800;4000
T;722;,21;12600;28000
T;659;,12;450;1000
F;721;,22;1800;4000
F;730;,44;2700;6000
F;655;,28;4950;11000
T;705;,1;4500;10000
T;706;,21;1800;4000
T;719;,02;900;2000
F;450;,04;2700;6000
T;681;,07;9000;20000
F;680;,09;3150;7000
F;568;,05;2250;5000
T;686;,09;2700;6000
T;700;,26;11250;25000
F;800;,11;4950;11000
T;683;,09;8550;19000
T;751;,02;3150;7000
T;690;,19;7200;16000
F;693;,5;14850;33000
T;672;,14;6750;15000
F;698;,42;16650;37000
F;639;,15;16200;36000
F;598;,25;2250;5000
T;698;,1;4500;10000
F;639;,11;4500;10000
F;722;,34;9450;21000
T;682;,22;14850;33000
F;582;,11;2700;6000
F;669;,87;900;2000
F;598;,43;2250;5000
F;700;,2;10350;23000
T;692;,11;2700;6000
T;716;,22;4950;11000
F;648;,06;11700;26000
T;705;,18;7650;17000
T;741;,25;12150;27000
F;691;,28;9450;21000
T;739;,06;3600;8000
T;686;,07;8100;18000
F;688;,19;10800;24000
F;511;,04;9900;22000
F;615;,06;2700;6000
F;762;,17;9000;20000
T;667;,2;5850;13000
T;665;,08;3150;7000
F;615;,57;3150;7000
T;690;,08;7200;16000
T;718;,13;9900;22000
F;694;,5;9000;20000
F;548;,6;4050;9000
F;795;,01;9900;22000
F;624;,49;9450;21000
F;732;,01;2700;6000
T;654;,27;5400;12000
T;728;,08;2250;5000
T;660;,05;4050;9000
F;671;,16;2700;6000
T;802;,08;3150;7000
T;702;,21;9000;20000
T;720;,14;4500;10000
T;676;,15;10800;24000
F;709;,02;5400;12000
T;670;,16;9900;22000
T;660;,11;3150;7000
T;705;,21;5400;12000
T;695;,2;900;2000
T;712;,16;10350;23000
F;675;,04;5400;12000
T;711;,22;3150;7000
T;676;,13;5400;12000
F;682;,04;1350;3000
T;672;,16;6750;15000
T;669;,17;4050;9000
T;747;,22;2700;6000
F;694;,16;7650;17000
T;731;,13;10800;24000
F;533;,32;4950;11000
F;634;,17;2700;6000
T;697;,17;6750;15000
F;553;,24;6750;15000
T;680;,1;8100;18000
F;533;0;225;500
F;642;,21;900;2000
T;685;,25;2250;5000
F;738;,13;8550;19000
F;702;,12;2250;5000
T;760;,15;10350;23000
T;678;,27;8550;19000
F;672;,29;11250;25000
T;700;,2;9450;21000
F;657;,48;3600;8000
F;620;,27;4500;10000
F;659;,03;4950;11000
T;724;,15;3600;8000
T;723;,17;12600;28000
T;692;,08;4050;9000
F;714;,08;13050;29000
T;668;,22;3150;7000
F;666;,19;5850;13000
F;601;,04;6300;14000
T;665;,2;450;1000
T;789;,02;3600;8000
T;671;,2;4950;11000
T;830;,23;3600;8000
T;697;,24;2250;5000
F;693;,23;1350;3000
T;711;,12;4050;9000
F;716;,19;16650;37000
F;561;,03;3600;8000
F;634;,33;900;2000
F;687;,01;3600;8000
T;668;,14;4050;9000
F;625;,47;3600;8000
F;562;,11;5400;12000
T;715;,17;6300;14000
T;677;,18;4050;9000
F;558;,06;1350;3000
F;653;,41;10800;24000
F;618;,06;900;2000
F;596;,18;2250;5000
T;668;,19;900;2000
T;674;,21;10800;24000
F;643;,26;4950;11000
F;675;,12;3150;7000
F;700;,28;7200;16000
F;672;,06;4500;10000
T;699;,17;3150;7000
F;703;,25;3600;8000
F;520;,7;7200;16000
F;717;,24;2700;6000
T;765;,11;11250;25000
T;680;,05;8100;18000
T;690;,23;10350;23000
F;690;,25;4950;11000
T;697;,14;10800;24000
F;751;,11;4050;9000
T;798;,07;14850;33000
F;758;,08;2700;6000
T;775;,14;6750;15000
T;707;,15;3600;8000
T;672;,11;6300;14000
T;777;,09;2250;5000
T;667;,22;450;1000
T;763;,04;4500;10000
F;598;,08;2700;6000
T;689;,03;4050;9000
F;590;,29;1350;3000
F;728;,05;1350;3000
F;633;,21;4950;11000
F;736;,2;10800;24000
F;643;,01;4050;9000
T;696;,26;2250;5000
F;703;,02;9450;21000
F;529;,25;1350;3000
F;682;,04;11250;25000
F;575;,45;1350;3000
F;651;,25;2700;6000
F;637;,09;2700;6000
F;645;,08;3150;7000
T;714;,1;10800;24000
T;680;,18;7200;16000
T;695;,19;12600;28000
T;714;,24;1350;3000
F;675;,35;9900;22000
T;791;,16;7200;16000
F;708;,44;16650;37000
T;664;,16;8550;19000
F;652;,13;9450;21000
F;683;,17;3150;7000
T;729;,18;2250;5000
T;713;,24;8550;19000
T;717;,13;6750;15000
F;683;,11;10350;23000
F;675;,39;7650;17000
T;678;,09;8100;18000
T;734;,23;2700;6000
T;727;,04;1800;4000
T;718;,22;4950;11000
F;611;,34;4500;10000
T;703;,23;4050;9000
T;714;,24;1350;3000
T;727;,18;1350;3000
F;682;,29;7650;17000
T;674;,14;6750;15000
T;694;,11;13500;30000
T;689;,12;4950;11000
F;687;,31;10350;23000
T;689;,24;11250;25000
T;667;,05;4950;11000
F;627;,44;12150;27000
F;496;,83;3600;8000
F;661;,01;2250;5000
T;752;,14;7200;16000
F;670;,06;5850;13000
F;695;,27;4050;9000
F;578;0;4050;9000
F;679;,15;5850;13000
T;715;,23;8550;19000
T;668;,18;7200;16000
T;674;,2;5850;13000
T;705;,17;16200;36000
T;734;,14;8550;19000
T;761;,18;4050;9000
T;667;,23;7200;16000
F;483;,65;2250;5000
T;834;0;900;2000
F;686;,39;900;2000
T;667;,2;5400;12000
T;714;,26;9000;20000
F;678;,25;4950;11000
T;704;,09;4050;9000
F;642;,44;5850;13000
F;493;,14;2700;6000
T;676;,16;1350;3000
F;760;,05;13050;29000
T;666;,08;450;1000
F;551;,16;2250;5000
F;511;,25;1350;3000
F;510;,32;3150;7000
F;687;,17;13050;29000
T;701;,22;11250;25000
T;754;,13;6300;14000
F;711;,49;9900;22000
T;696;,08;1800;4000
F;658;,11;4050;9000
T;754;,07;10350;23000
T;699;,12;3150;7000
T;680;,18;2700;6000
F;664;,12;3150;7000
F;519;,47;2700;6000
F;639;,53;4950;11000
T;747;,11;13050;29000
F;737;,02;9450;21000
T;688;,18;225;500
F;733;,1;1350;3000
T;706;,17;3150;7000
T;689;,16;13950;31000
F;541;,15;10800;24000
T;760;,02;10800;24000
F;623;,22;4500;10000
F;531;,11;900;2000
F;696;,28;7650;17000
F;625;,26;7650;17000
F;682;,43;12150;27000
F;685;,26;10800;24000
T;749;,18;3150;7000
T;690;,05;2250;5000
T;782;,04;4050;9000
F;645;,09;4950;11000
T;666;,08;7650;17000
T;767;,03;8100;18000
F;732;,43;3600;8000
F;571;,11;2700;6000
F;673;,27;14400;32000
F;646;,32;13500;30000
F;512;,13;2700;6000
F;673;,44;4050;9000
T;769;,23;2250;5000
F;504;,14;450;1000
F;564;,16;14850;33000
T;670;,16;10800;24000
F;496;,14;3150;7000
T;705;,16;8550;19000
F;782;,38;9000;20000
T;715;,06;9900;22000
T;749;,07;4500;10000
F;725;,31;8100;18000
T;706;,11;5850;13000
F;692;,11;16200;36000
F;616;,1;16650;37000
F;685;,09;14850;33000
F;646;,31;11700;26000
T;761;,05;6300;14000
T;677;,16;1800;4000
F;660;,04;16200;36000
T;685;,07;10350;23000
T;672;,12;900;2000
T;728;,17;5850;13000
T;689;,03;4500;10000
T;733;,06;7650;17000
T;707;,12;1350;3000
F;655;,4;6750;15000
F;730;,18;10350;23000
T;739;,15;3150;7000
